Branch_ID,Part_Number,Period,Actual,Pred_Croston,Pred_SARIMA,Actual_Demand_Qty,Pred_LightGBM,Pred_Ensemble
BKL,SC-CLG-0008,2024-11-01,17.0,10.972166702161108,15.695259233589423,17.0,14.37406168582573,13.553231097704716
BKL,SC-CLG-0008,2024-12-01,0.0,10.972166702161108,16.305681546752076,0.0,16.934260661940776,15.76636575239268
SMG,SC-TWA-0002,2024-07-01,88.0,73.01320589785281,79.15369580621153,88.0,69.93995778343486,63.52673187140344
SMG,SC-TWA-0002,2024-08-01,85.0,73.01320589785281,80.96176403073902,85.0,79.59474142156482,71.87269890459218
SMG,SC-TWA-0002,2024-09-01,83.0,73.01320589785281,64.58935106821903,83.0,71.16638995964327,64.58690710626347
SMG,SC-TWA-0002,2024-10-01,177.0,73.01320589785281,84.33140163362928,177.0,93.13519647175733,83.57759004445923
SMG,SC-TWA-0002,2024-11-01,80.0,73.01320589785281,52.64637556584364,80.0,74.43223439788163,67.41002889113855
SMG,SC-TWA-0002,2024-12-01,60.0,73.01320589785281,99.0409784567673,60.0,90.359211543283,81.17792169703233
JKT,SC-ENG-0002,2024-07-01,87.0,52.8460750933868,66.75153978377998,87.0,67.74675121219194,61.000156330971734
JKT,SC-ENG-0002,2024-08-01,56.0,52.8460750933868,77.75299729725796,56.0,66.07745832450799,59.55715523104806
JKT,SC-ENG-0002,2024-09-01,78.0,52.8460750933868,72.12991068938115,78.0,58.837005027016126,53.2982283828526
JKT,SC-ENG-0002,2024-10-01,90.0,52.8460750933868,9.946677253070952,90.0,68.52869059797555,61.676094868830674
JKT,SC-ENG-0002,2024-11-01,83.0,52.8460750933868,83.84599407248267,83.0,71.93265224910854,64.61861049501174
JKT,SC-ENG-0002,2024-12-01,105.0,52.8460750933868,94.42535350331868,105.0,71.65797043025533,64.3811649456665
GTO,SC-ELC-0011,2024-07-01,126.0,74.8657124439291,77.38995968081399,126.0,81.89490592060581,73.91898285979723
GTO,SC-ELC-0011,2024-08-01,89.0,74.8657124439291,77.89223688505254,89.0,99.12855689789976,88.81641487991395
GTO,SC-ELC-0011,2024-09-01,96.0,74.8657124439291,81.07028874209796,96.0,71.33423983086013,64.78993612637882
GTO,SC-ELC-0011,2024-10-01,51.0,74.8657124439291,-6.0804399403308205,51.0,74.65293797201983,67.65874668882748
GTO,SC-ELC-0011,2024-11-01,100.0,74.8657124439291,108.86802109528682,100.0,88.84694108600534,79.92858996014148
GTO,SC-ELC-0011,2024-12-01,130.0,74.8657124439291,100.63753659008108,130.0,115.473905003109,102.94596366579366
TRK,SC-ELC-0003,2024-07-01,32.0,22.545336040259965,34.324337208195374,32.0,32.71312428376171,29.768149283635783
TRK,SC-ELC-0003,2024-08-01,28.0,22.545336040259965,29.65249321146578,28.0,29.543901952775386,27.028551371695357
TRK,SC-ELC-0003,2024-09-01,15.0,22.545336040259965,13.810978329130297,15.0,26.32721017074108,24.247919036988023
TRK,SC-ELC-0003,2024-10-01,14.0,22.545336040259965,23.57106970929007,14.0,26.791729224795027,24.649467208001536
TRK,SC-ELC-0003,2024-11-01,27.0,22.545336040259965,13.385108891453104,27.0,27.565211780108893,25.318095335710307
TRK,SC-ELC-0003,2024-12-01,0.0,22.545336040259965,34.34118599038466,0.0,28.50398947976988,26.12961095600037
JAY,SC-BRK-0003,2024-07-01,117.0,89.70768554199059,87.72410464293442,117.0,115.29181795969888,103.25271111725839
JAY,SC-BRK-0003,2024-10-01,308.0,89.70768554199059,42.93845838824468,308.0,103.01584142121796,92.64088393081252
JAY,SC-BRK-0003,2024-12-01,147.0,89.70768554199059,41.53582654781341,147.0,198.26195305371132,174.97529322661455
BJM,SC-BRK-0003,2024-07-01,62.0,41.72128642453352,89.6317312976363,62.0,83.48546640048953,74.25740461611946
BJM,SC-BRK-0003,2024-10-01,62.0,41.72128642453352,67.1350287827607,62.0,54.23179766203153,48.969406040287666
BJM,SC-BRK-0003,2024-12-01,55.0,41.72128642453352,56.12916500887306,55.0,60.79220647819586,54.640476232654336
SMD,SC-TRN-0004,2024-09-01,28.0,30.62485212558726,31.99246420397872,28.0,26.46649435864061,24.620990993357644
SMD,SC-TRN-0004,2024-11-01,33.0,30.62485212558726,41.559140702822106,33.0,24.53013713074368,22.947129186172212
SMD,SC-TRN-0004,2024-12-01,44.0,30.62485212558726,47.90137573854504,44.0,34.782904561584004,31.810016453661365
BJM,SC-HYD-0010,2024-07-01,79.0,42.89826331310066,59.96157323949929,79.0,58.88800107815263,53.03121510318263
BJM,SC-HYD-0010,2024-10-01,56.0,42.89826331310066,51.25863628496783,56.0,50.69904768045794,45.95236821700668
BJM,SC-HYD-0010,2024-12-01,70.0,42.89826331310066,47.49147131045462,70.0,58.18052228175368,52.41964316819836
SMG,SC-SUS-0008,2024-07-01,89.0,62.12234890284127,66.72766531865071,89.0,81.7382045699133,73.38500312585246
SMG,SC-SUS-0008,2024-08-01,61.0,62.12234890284127,86.51448116079146,61.0,82.52491655886705,74.06506728580852
SMG,SC-SUS-0008,2024-09-01,64.0,62.12234890284127,61.45969607386587,64.0,67.57450245025274,61.141353201710956
SMG,SC-SUS-0008,2024-10-01,46.0,62.12234890284127,38.097469292675214,46.0,80.08372677783106,71.95480876548089
SMG,SC-SUS-0008,2024-11-01,78.0,62.12234890284127,84.86037447568943,78.0,64.48853378295667,58.47372296492452
SMG,SC-SUS-0008,2024-12-01,111.0,62.12234890284127,76.41340229997485,111.0,74.08422089861843,66.76860468675032
BPN2,SC-BRK-0010,2024-07-01,0.0,43.98230934409792,57.44027563801394,0.0,52.73882908957607,47.74953505975034
BPN2,SC-BRK-0010,2024-08-01,47.0,43.98230934409792,55.84160935615993,47.0,48.74072778651725,44.2934222227007
BPN2,SC-BRK-0010,2024-09-01,41.0,43.98230934409792,57.34917528983258,41.0,36.682930722565125,33.87019778179378
BPN2,SC-BRK-0010,2024-10-01,39.0,43.98230934409792,34.176737675126525,39.0,51.63847731078695,46.79834857904912
BPN2,SC-BRK-0010,2024-11-01,62.0,43.98230934409792,52.99967854197605,62.0,41.48385417348224,38.02030102097707
BPN2,SC-BRK-0010,2024-12-01,70.0,43.98230934409792,44.01138984919239,70.0,52.39855395274607,47.455388118644265
SMG,SC-ELC-0011,2024-07-01,113.0,101.71515387091912,247.9790934519831,113.0,84.28107368997387,76.82133626314852
SMG,SC-ELC-0011,2024-08-01,0.0,101.71515387091912,251.13128201491512,0.0,96.31101430265748,87.22048051410377
SMG,SC-ELC-0011,2024-09-01,109.0,101.71515387091912,226.615743629765,109.0,97.17222575190506,87.96494487844629
SMG,SC-ELC-0011,2024-10-01,141.0,101.71515387091912,220.36030836216705,141.0,89.97692437977257,81.74504909450441
SMG,SC-ELC-0011,2024-11-01,156.0,101.71515387091912,239.67457033123011,156.0,134.33388809137583,120.08891786514573
SMG,SC-ELC-0011,2024-12-01,129.0,101.71515387091912,193.68310206235395,129.0,169.15816081432996,150.19236119376743
PKU,SC-CLG-0008,2024-07-01,68.0,66.11645981767197,80.47074741214539,68.0,59.40469860593786,54.20396708098181
PKU,SC-CLG-0008,2024-08-01,88.0,66.11645981767197,108.1942249388856,88.0,57.51064778654085,52.566676563621925
PKU,SC-CLG-0008,2024-09-01,64.0,66.11645981767197,70.46171271032557,64.0,62.20572576544705,56.625282897941744
PKU,SC-CLG-0008,2024-10-01,130.0,66.11645981767197,69.97172416667527,130.0,67.20239230039854,60.94459400211268
PKU,SC-CLG-0008,2024-11-01,113.0,66.11645981767197,74.00879222581122,113.0,101.66219087213793,90.73297182906177
PKU,SC-CLG-0008,2024-12-01,88.0,66.11645981767197,148.02667008057625,88.0,106.64180040775888,95.03753820570348
MDN,SC-TRN-0008,2024-09-01,116.0,99.0182237996033,184.8797226654408,116.0,100.4785525069524,90.73872050105876
MDN,SC-TRN-0008,2024-11-01,236.0,99.0182237996033,193.30262628253936,236.0,95.36692043663096,86.3200287578064
MDN,SC-TRN-0008,2024-12-01,105.0,99.0182237996033,225.772225120648,105.0,111.44441078194409,100.21803097387505
KPG,SC-TRN-0009,2024-07-01,31.0,11.997101702425176,16.068811850645954,31.0,16.592879815019764,15.503315611390855
KPG,SC-TRN-0009,2024-08-01,21.0,11.997101702425176,2.7519424248652697,21.0,18.28825856188556,16.96886633323504
KPG,SC-TRN-0009,2024-09-01,0.0,11.997101702425176,-7.425067713057572,0.0,15.85765082455158,14.86775533927267
KPG,SC-TRN-0009,2024-12-01,37.0,11.997101702425176,5.666572561947646,37.0,19.366536376634265,17.90097122877826
TRK,SC-ENG-0007,2024-07-01,15.0,52.32410646095525,43.38262078453495,15.0,22.571201676234192,21.932346992206966
TRK,SC-ENG-0007,2024-08-01,25.0,52.32410646095525,88.53582843447877,25.0,20.75325231827529,20.360841510757314
TRK,SC-ENG-0007,2024-09-01,35.0,52.32410646095525,37.01904311704543,35.0,20.82381605969764,20.421839528084554
TRK,SC-ENG-0007,2024-10-01,27.0,52.32410646095525,465.0831686840278,27.0,21.75888830163704,21.23015200792669
TRK,SC-ENG-0007,2024-11-01,0.0,52.32410646095525,78.25769339023529,0.0,23.54856700193608,22.777219243458127
TRK,SC-ENG-0007,2024-12-01,75.0,52.32410646095525,75.92308694771707,75.0,25.22661628769492,24.227789711313978
PTK,SC-TRN-0012,2024-07-01,19.0,11.392914718118268,8.830647117833948,19.0,22.23489551872164,20.361596769042986
PTK,SC-TRN-0012,2024-08-01,19.0,11.392914718118268,23.137114160358127,19.0,19.222461234516583,17.757532486718723
PTK,SC-TRN-0012,2024-09-01,11.0,11.392914718118268,8.948896690333335,11.0,18.917698038101545,17.49408343539417
PTK,SC-TRN-0012,2024-10-01,33.0,11.392914718118268,4.298292704990367,33.0,16.14361494538779,15.096059108087788
PTK,SC-TRN-0012,2024-11-01,0.0,11.392914718118268,27.867893672457534,0.0,20.308072649769286,18.695976829144957
PTK,SC-TRN-0012,2024-12-01,17.0,11.392914718118268,22.573913884869164,17.0,19.886158267108947,18.331257777896138
BPN2,SC-FLT-0013,2024-07-01,0.0,33.79546316230588,268.54070051476003,0.0,14.061059646326012,13.996409154124605
BPN2,SC-FLT-0013,2024-08-01,23.0,33.79546316230588,249.4437389442473,23.0,15.103774583108562,14.897772127504112
BPN2,SC-FLT-0013,2024-09-01,7.0,33.79546316230588,126.41430711446716,7.0,20.89749540039369,19.90608766857892
BPN2,SC-FLT-0013,2024-10-01,42.0,33.79546316230588,195.09978002412765,42.0,15.405317645363102,15.158437570769356
BPN2,SC-FLT-0013,2024-11-01,17.0,33.79546316230588,240.50391681642645,17.0,20.104622790908927,19.220698030830405
BPN2,SC-FLT-0013,2024-12-01,13.0,33.79546316230588,-1767.8904701152012,13.0,16.245614384193342,15.884822453458614
SRG,SC-FUE-0002,2024-07-01,0.0,15.752916965401605,3.12159386620126,0.0,17.10895939062673,16.066889658203365
SRG,SC-FUE-0002,2024-08-01,26.0,15.752916965401605,20.97995799662793,26.0,16.06744315825172,15.166562891106967
SRG,SC-FUE-0002,2024-09-01,19.0,15.752916965401605,21.05961028580409,19.0,16.936466836218525,15.917780447006146
SRG,SC-FUE-0002,2024-10-01,12.0,15.752916965401605,-23.912003192001706,12.0,19.83749056696516,18.425537153607937
SRG,SC-FUE-0002,2024-11-01,0.0,15.752916965401605,6.2062869346015095,0.0,16.878117742165127,15.867341241567836
SRG,SC-FUE-0002,2024-12-01,28.0,15.752916965401605,12.305270995036818,28.0,15.30548215944049,14.507894440833354
MLG,SC-TRN-0001,2024-07-01,0.0,9.33273890857901,12.706941137208492,0.0,13.939093534863098,13.125958318622553
MLG,SC-TRN-0001,2024-08-01,0.0,9.33273890857901,12.67685815067954,0.0,13.802796434442428,13.00813785267885
MLG,SC-TRN-0001,2024-09-01,7.0,9.33273890857901,12.56427481604934,7.0,13.165302266393365,12.457063327365292
MLG,SC-TRN-0001,2024-10-01,14.0,9.33273890857901,8.544256584447659,14.0,14.351483590154691,13.482444174264698
MLG,SC-TRN-0001,2024-11-01,9.0,9.33273890857901,18.04684321665825,9.0,16.23657153492778,15.111986837406658
MLG,SC-TRN-0001,2024-12-01,15.0,9.33273890857901,4.98255322291426,15.0,13.035946560226805,12.345243270108156
BJM,SC-TRN-0012,2024-07-01,10.0,13.228135890705213,39.49137684957781,10.0,14.902066977944472,14.08020976140679
BJM,SC-TRN-0012,2024-08-01,0.0,13.228135890705213,13.074682863482389,0.0,12.698711246315934,12.175544158551185
BJM,SC-TRN-0012,2024-09-01,12.0,13.228135890705213,19.153838298982144,12.0,9.92128121398915,9.774626607665757
BJM,SC-TRN-0012,2024-10-01,0.0,13.228135890705213,18.40399746248195,0.0,8.130952622137487,8.226997580832034
BJM,SC-TRN-0012,2024-11-01,15.0,13.228135890705213,22.421763745888065,15.0,9.946922570650232,9.796791984477979
BJM,SC-TRN-0012,2024-12-01,21.0,13.228135890705213,16.559482257501717,21.0,11.859666027230524,11.450241137757878
SRG,SC-HYD-0003,2024-07-01,57.0,27.458106069639484,92.1536596251908,57.0,23.92252323519644,22.32285120729267
SRG,SC-HYD-0003,2024-08-01,81.0,27.458106069639484,3.737814005010231,81.0,25.885982642006752,24.020141182339398
SRG,SC-HYD-0003,2024-09-01,34.0,27.458106069639484,40.75786515164921,34.0,29.58439431326365,27.217190752830774
SRG,SC-HYD-0003,2024-10-01,0.0,27.458106069639484,0.6592075511911792,0.0,33.099232497238084,30.255552326733998
SRG,SC-HYD-0003,2024-11-01,0.0,27.458106069639484,0.6793523473245273,0.0,34.61545115508536,31.566230163523933
SRG,SC-HYD-0003,2024-12-01,0.0,27.458106069639484,65.88747001535567,0.0,35.96778765975318,32.73524195174888
CRB,SC-FUE-0003,2024-08-01,9.0,6.827781760810505,2.572517917129676,9.0,19.500288658173417,17.85493258898144
CRB,SC-FUE-0003,2024-11-01,0.0,6.827781760810505,5.88541373017906,0.0,14.708235548443795,13.712497214547763
MND,SC-SUS-0001,2024-07-01,4.0,3.060712622788241,4.698894680107641,4.0,5.912052119301882,5.990930374433791
MND,SC-SUS-0001,2024-08-01,5.0,3.060712622788241,2.9579921003807472,5.0,5.787357727760134,5.883139737166592
MND,SC-SUS-0001,2024-09-01,6.0,3.060712622788241,-2.086400457470876,6.0,5.094993945024413,5.284633802464422
MND,SC-SUS-0001,2024-10-01,0.0,3.060712622788241,0.1697381648443441,0.0,5.939022749724527,6.014244826710353
MND,SC-SUS-0001,2024-11-01,6.0,3.060712622788241,4.368599831792442,6.0,5.435627649200804,5.579090703002462
MND,SC-SUS-0001,2024-12-01,8.0,3.060712622788241,4.71103741384473,8.0,5.541462466727634,5.6705783977193125
BTH,SC-FLT-0006,2024-07-01,18.0,9.298829674044534,18.28093393643937,18.0,18.394118999567805,16.97599357126838
BTH,SC-FLT-0006,2024-08-01,0.0,9.298829674044534,7.843501496465542,0.0,14.733947738187148,13.812000484705063
BTH,SC-FLT-0006,2024-09-01,19.0,9.298829674044534,6.616437344767704,19.0,13.04878464797078,12.355280570138817
BTH,SC-FLT-0006,2024-10-01,12.0,9.298829674044534,14.373526536681656,12.0,15.647269681955406,14.601511168639371
BTH,SC-FLT-0006,2024-11-01,0.0,9.298829674044534,17.78694292094012,0.0,13.498130358688847,12.74371231845339
BTH,SC-FLT-0006,2024-12-01,0.0,9.298829674044534,8.448147039069244,0.0,12.45976678396179,11.846110830118578
SMG,SC-TRN-0016,2024-07-01,14.0,7.374110448452283,14.462763908748585,14.0,10.999454313380578,10.523569037936191
SMG,SC-TRN-0016,2024-08-01,0.0,7.374110448452283,12.249830377373607,0.0,12.13900728074524,11.508642536697682
SMG,SC-TRN-0016,2024-09-01,20.0,7.374110448452283,3.974680348600232,20.0,12.145483912619165,11.51424118687275
SMG,SC-TRN-0016,2024-10-01,13.0,7.374110448452283,7.317782691176483,13.0,10.298722229248211,9.917829221026205
SMG,SC-TRN-0016,2024-11-01,0.0,7.374110448452283,11.328039186846542,0.0,13.519742449854803,12.702203224835971
SMG,SC-TRN-0016,2024-12-01,8.0,7.374110448452283,1.8401716317090215,8.0,13.748543852420514,12.899987974296254
SMD,SC-HYD-0001,2024-07-01,0.0,7.328870923011962,7.809361896920794,0.0,12.19096367681377,11.552140879638994
SMD,SC-HYD-0001,2024-08-01,17.0,7.328870923011962,1.435012759124063,17.0,10.677576402822268,10.243910600164094
SMD,SC-HYD-0001,2024-09-01,17.0,7.328870923011962,12.308830714401282,17.0,10.59114639988756,10.1691971749639
SMD,SC-HYD-0001,2024-10-01,13.0,7.328870923011962,9.757552641434062,13.0,13.760989109075332,12.909331365728532
MLG,SC-FUE-0002,2024-07-01,25.0,12.11605863051227,12.139429084331336,25.0,28.36444250348519,25.682828147656167
MLG,SC-FUE-0002,2024-08-01,14.0,12.11605863051227,8.536832040275389,14.0,26.08878584474438,23.71566283721883
MLG,SC-FUE-0002,2024-09-01,10.0,12.11605863051227,6.187414919759322,10.0,20.859563068584308,19.195321156368394
MLG,SC-FUE-0002,2024-10-01,18.0,12.11605863051227,1.433510700344029,18.0,21.886834609913635,20.083334263592015
MLG,SC-FUE-0002,2024-11-01,20.0,12.11605863051227,22.38081264566453,20.0,19.611543269922432,18.116484748759746
MLG,SC-FUE-0002,2024-12-01,18.0,12.11605863051227,21.17978516431597,18.0,20.124017028102752,18.55948681400082
MTR,SC-CLG-0007,2024-07-01,24.0,29.955047451767665,42.97146541574398,24.0,27.933387526241145,25.868083287553766
MTR,SC-CLG-0007,2024-08-01,0.0,29.955047451767665,61.36652460938073,0.0,27.326130704117077,25.343147089283033
MTR,SC-CLG-0007,2024-09-01,0.0,29.955047451767665,12.629295204101918,0.0,29.48022080807024,27.205225585077617
MTR,SC-CLG-0007,2024-10-01,38.0,29.955047451767665,29.90330880708013,38.0,26.924383052432447,24.995860937434024
MTR,SC-CLG-0007,2024-11-01,37.0,29.955047451767665,16.01268680951187,37.0,34.83566240608108,31.83467567949976
MTR,SC-CLG-0007,2024-12-01,40.0,29.955047451767665,57.45963101959657,40.0,33.64869798097917,30.808617889623996
MND,SC-TWA-0004,2024-07-01,7.0,9.339901595179317,12.648102215689557,7.0,14.646317186701229,13.737533694300053
MND,SC-TWA-0004,2024-08-01,8.0,9.339901595179317,21.135592941338928,8.0,10.922153910140011,10.518223443820702
MND,SC-TWA-0004,2024-09-01,11.0,9.339901595179317,4.837495366523246,11.0,11.416553126311518,10.945601178429468
MND,SC-TWA-0004,2024-10-01,9.0,9.339901595179317,14.198568750398564,9.0,9.848639425479044,9.59023615436484
MND,SC-TWA-0004,2024-11-01,0.0,9.339901595179317,7.464317392278089,0.0,10.48941883927092,10.144150572698594
MND,SC-TWA-0004,2024-12-01,6.0,9.339901595179317,4.669274936811115,6.0,11.72197118353396,11.20961631667163
PKU,SC-ENG-0004,2024-07-01,0.0,1.4081097564228722,2.161379070072809,0.0,3.242865098830793,3.631900684954153
PKU,SC-ENG-0004,2024-08-01,0.0,1.4081097564228722,3.1850130425019394,0.0,4.016130411691076,4.3003410199144
PKU,SC-ENG-0004,2024-09-01,0.0,1.4081097564228722,12.872259604683643,0.0,3.4484582344426213,3.8096233141065725
PKU,SC-ENG-0004,2024-10-01,0.0,1.4081097564228722,4.383435800300981,0.0,3.3280440798063475,3.705532678563518
PKU,SC-ENG-0004,2024-11-01,0.0,1.4081097564228722,11.902305540876736,0.0,3.122224004789908,3.5276138742444236
PKU,SC-ENG-0004,2024-12-01,0.0,1.4081097564228722,10.10280699455825,0.0,2.7842639494492607,3.2354681787916344
SBY,SC-HYD-0011,2024-07-01,0.0,1.8627355070129687,-0.9718468896539316,0.0,2.79619769204373,3.2600015997987226
SBY,SC-HYD-0011,2024-08-01,8.0,1.8627355070129687,-1.820130355068528,8.0,3.123080779269535,3.5425719371514037
SBY,SC-HYD-0011,2024-09-01,91.0,1.8627355070129687,-1.759454923003642,91.0,3.24658827223634,3.6493365735521426
SBY,SC-HYD-0011,2024-10-01,1.0,1.8627355070129687,-1.8201329642970077,1.0,2.3738938082565806,2.894945848766089
SBY,SC-HYD-0011,2024-11-01,9.0,1.8627355070129687,3.589892749988775,9.0,5.803912312075688,5.859986022534954
SBY,SC-HYD-0011,2024-12-01,16.0,1.8627355070129687,1.039781009086573,16.0,21.84412730781317,19.725765989988922
DPS,SC-ENG-0009,2024-07-01,0.0,0.0922904448302293,0.0586132168533339,0.0,0.9082871906839248,1.5726521816690306
DPS,SC-ENG-0009,2024-08-01,0.0,0.0922904448302293,1.0101841446187547,0.0,1.4726501947161952,2.0605093106266104
DPS,SC-ENG-0009,2024-09-01,0.0,0.0922904448302293,0.1035389899924747,0.0,1.008308166195472,1.6591141673058667
DPS,SC-ENG-0009,2024-10-01,0.0,0.0922904448302293,0.0586084220545472,0.0,1.259934890877687,1.876630004799434
DPS,SC-ENG-0009,2024-11-01,1.0,0.0922904448302293,0.0586093915216468,1.0,1.6886432329958712,2.247222016415386
DPS,SC-ENG-0009,2024-12-01,0.0,0.0922904448302293,0.058605996290607,0.0,1.4805811813506344,2.0673651611016304
BTH,SC-SUS-0011,2024-07-01,2.0,1.0490388379561686,0.0925000196399107,2.0,1.2924112594699113,1.9346240596291837
BTH,SC-SUS-0011,2024-09-01,0.0,1.0490388379561686,-0.6065071736466092,0.0,0.7876252156172949,1.4982675509064562
BTH,SC-SUS-0011,2024-10-01,0.0,1.0490388379561686,-0.6068196174638661,0.0,0.918757711200617,1.611623533405734
BTH,SC-SUS-0011,2024-11-01,3.0,1.0490388379561686,0.1559268284018138,3.0,1.4263154516355334,2.0503760034642
BTH,SC-SUS-0011,2024-12-01,0.0,1.0490388379561686,-0.2599309087137067,0.0,1.335284965510054,1.9716857433098514
CRB,SC-SUS-0005,2024-07-01,0.0,0.6645638032958572,-1.7646167940611983,0.0,7.650428559180015,7.418715603237928
CRB,SC-SUS-0005,2024-08-01,6.0,0.6645638032958572,0.6798749588349617,6.0,4.968808263492398,5.100619680823903
CRB,SC-SUS-0005,2024-09-01,0.0,0.6645638032958572,-0.5644652309756839,0.0,5.4625719265366905,5.527448018817852
CRB,SC-SUS-0005,2024-10-01,5.0,0.6645638032958572,-1.0464082704254567,5.0,4.906897944506815,5.047102015318977
CRB,SC-SUS-0005,2024-11-01,0.0,0.6645638032958572,1.042314352894962,0.0,5.220836481911822,5.318482584975861
CRB,SC-SUS-0005,2024-12-01,13.0,0.6645638032958572,-0.218794725285607,13.0,5.555255701036958,5.6075674451544275
JKT,SC-HYD-0009,2024-07-01,0.0,1.6718386370618048,0.2875049892043425,0.0,4.899628791687921,5.072318614621902
JKT,SC-HYD-0009,2024-08-01,0.0,1.6718386370618048,4.40295342917719,0.0,4.437992219421833,4.673262171945028
JKT,SC-HYD-0009,2024-09-01,0.0,1.6718386370618048,1.3580532105921992,0.0,4.209037376121986,4.475344782401173
JKT,SC-HYD-0009,2024-10-01,6.0,1.6718386370618048,11.2923213089874,6.0,3.584298991163746,3.9352968475477135
MLG,SC-ELC-0006,2024-07-01,0.0,1.3371992651720337,1.3430994454082938,0.0,3.291009166592275,3.6713007006330534
MLG,SC-ELC-0006,2024-08-01,0.0,1.3371992651720337,2.3508640419097766,0.0,2.812302924219546,3.257488577319817
MLG,SC-ELC-0006,2024-09-01,36.0,1.3371992651720337,1.3376625687386492,36.0,2.488125195846323,2.977256856412917
MLG,SC-ELC-0006,2024-10-01,44.0,1.3371992651720337,1.3609752853184016,44.0,3.79139000093705,4.10384917649821
MLG,SC-ELC-0006,2024-11-01,36.0,1.3371992651720337,6.317203786578538,36.0,7.118985448717403,6.980350913656034
MLG,SC-ELC-0006,2024-12-01,0.0,1.3371992651720337,2.202936526294046,0.0,12.514755027102892,11.644662068391602
BDG,SC-ENG-0011,2024-07-01,0.0,0.1786118328851196,0.1924574436023403,0.0,1.5382246684008816,2.1198939267906334
BDG,SC-ENG-0011,2024-10-01,0.0,0.1786118328851196,0.8220212538852469,0.0,1.915545315645298,2.4460644346833704
BDG,SC-ENG-0011,2024-12-01,0.0,0.1786118328851196,0.8397948536538216,0.0,2.3552214854279003,2.826137459188252
SMG,SC-SUS-0003,2024-07-01,0.0,1.7184872485959382,4.677142459931664,0.0,2.941118845271755,3.3807659779927413
SMG,SC-SUS-0003,2024-09-01,0.0,1.7184872485959382,5.086820884173121,0.0,2.2109665766724302,2.7495942198943637
SMG,SC-SUS-0003,2024-10-01,0.0,1.7184872485959382,4.404721964692421,0.0,2.5373376896628463,3.031721986988554
SMG,SC-SUS-0003,2024-11-01,0.0,1.7184872485959382,0.6504666312350116,0.0,2.576911486432594,3.065931101930709
SMG,SC-SUS-0003,2024-12-01,0.0,1.7184872485959382,0.5489012565648103,0.0,2.8156589144700246,3.27231357908842
MKS,SC-SUS-0011,2024-07-01,7.0,3.8070186897399143,4.532390913879894,7.0,2.379578966502552,2.9606635570159767
MKS,SC-SUS-0011,2024-08-01,0.0,3.8070186897399143,10.08663617178733,0.0,3.2741233371891987,3.7339421831666697
MKS,SC-SUS-0011,2024-09-01,0.0,3.8070186897399143,17.47728950245382,0.0,2.3378473085760048,2.9245891037346254
MKS,SC-SUS-0011,2024-10-01,0.0,3.8070186897399143,4.215827762160054,0.0,2.468979804159328,3.0379450862339046
MKS,SC-SUS-0011,2024-11-01,0.0,3.8070186897399143,9.27092417930334,0.0,3.023887195136284,3.5176284188853106
MKS,SC-SUS-0011,2024-12-01,0.0,3.8070186897399143,4.068096071946213,0.0,2.660283889807781,3.203315709955676
PLU,SC-ENG-0009,2024-07-01,0.0,0.6427086287308605,-0.4217213743468306,0.0,1.752379942055146,2.3195316184400845
PLU,SC-ENG-0009,2024-08-01,0.0,0.6427086287308605,0.114272714019588,0.0,2.310479323151209,2.8019742303568616
PLU,SC-ENG-0009,2024-09-01,0.0,0.6427086287308605,-0.0370305079519518,0.0,1.8524009175666931,2.40599360407692
