Branch_ID,Part_Number,Year,Month,Actual_Demand_Qty,Rank,Criticality_Level,Unit_Price_IDR,Sector_Sensitivity,Sector_Focus,Branch_Size_Factor,Region,Coal_Price_Index,Nickel_Price_Index,Construction_PMI,Fuel_Price_Index,USD_IDR_Rate,GDP_Growth_YoY_Pct,Sector_Match,Relevant_Macro_Value,Period,Lag_1,Lag_3,MA_3,MA_6,Demand_Frequency_12M,Relevant_Macro_Value_Lag1,Rank_Code,Criticality_Code,Sector_Sensitivity_Code,Sector_Focus_Code,Region_Code,Pred_RandomForest,Pred_XGBoost,Pred_LightGBM,Pred_Ridge,Pred_ANN
AMQ,SC-BRK-0003,2024,11,42.0,A,Critical,5276000.0,Mining-Coal,Forestry,0.83,Maluku,109.81,138.98,51.48,114.64,15077.0,4.52,0,109.81,2024-11-01,32.0,45.0,38.333333333333336,40.833333333333336,12.0,102.89,1,4.0,4,2,3,42.618695396629406,38.793907,43.504818958197774,44.525999623807486,42.47431
AMQ,SC-BRK-0003,2024,12,96.0,A,Critical,5276000.0,Mining-Coal,Forestry,0.83,Maluku,117.86,141.09,53.6,113.97,15104.0,4.51,0,117.86,2024-12-01,42.0,38.0,37.333333333333336,41.0,12.0,109.81,1,4.0,4,2,3,42.60308356977741,42.684902,54.5062792333178,55.51874191826874,49.315296
AMQ,SC-BRK-0004,2024,7,13.0,B,Medium,2138000.0,Agriculture,Forestry,0.83,Maluku,117.35,121.91,51.92,115.19,14997.0,5.29,0,5.29,2024-07-01,8.0,9.0,6.0,6.833333333333333,8.0,5.04,2,2.0,0,2,3,7.065995123474098,6.223743,6.889170007253976,7.93936632273014,6.0963254
AMQ,SC-BRK-0004,2024,8,10.0,B,Medium,2138000.0,Agriculture,Forestry,0.83,Maluku,115.0,103.71,49.95,118.81,15245.0,4.72,0,4.72,2024-08-01,13.0,1.0,7.333333333333333,7.166666666666667,8.0,5.29,2,2.0,0,2,3,8.0879579132022,7.8408394,6.927303007750425,7.977469105168943,7.064506
AMQ,SC-BRK-0004,2024,9,0.0,B,Medium,2138000.0,Agriculture,Forestry,0.83,Maluku,103.49,112.49,50.33,119.42,15172.0,4.45,0,4.45,2024-09-01,10.0,8.0,10.333333333333334,6.833333333333333,8.0,4.72,2,2.0,0,2,3,7.12927060572017,6.277903,6.733176810216444,7.783496740707403,6.109716
AMQ,SC-BRK-0004,2024,10,13.0,B,Medium,2138000.0,Agriculture,Forestry,0.83,Maluku,102.89,118.18,49.13,119.41,15278.0,4.7,0,4.7,2024-10-01,0.0,13.0,7.666666666666667,6.833333333333333,8.0,4.45,2,2.0,0,2,3,7.850705148329868,7.9236364,7.623108478254451,8.672723192630862,7.2823586
AMQ,SC-BRK-0004,2024,11,11.0,B,Medium,2138000.0,Agriculture,Forestry,0.83,Maluku,109.81,138.98,51.48,114.64,15077.0,4.52,0,4.52,2024-11-01,13.0,10.0,7.666666666666667,7.5,9.0,4.7,2,2.0,0,2,3,7.524586397044192,6.5398808,6.999930477441303,8.050039022056808,6.377771
AMQ,SC-BRK-0004,2024,12,0.0,B,Medium,2138000.0,Agriculture,Forestry,0.83,Maluku,117.86,141.09,53.6,113.97,15104.0,4.51,0,4.51,2024-12-01,11.0,0.0,8.0,9.166666666666666,9.0,4.52,2,2.0,0,2,3,10.869765719891006,9.581963,10.274668162378992,11.322181678781345,9.627537
AMQ,SC-BRK-0006,2024,7,6.0,B,Medium,3096000.0,Mining-Coal,Forestry,0.83,Maluku,117.35,121.91,51.92,115.19,14997.0,5.29,0,117.35,2024-07-01,13.0,7.0,8.666666666666666,8.0,8.0,126.88,2,2.0,4,2,3,8.865032228070532,8.377221,7.612702661569989,8.662325621916146,7.7181907
AMQ,SC-BRK-0006,2024,8,8.0,B,Medium,3096000.0,Mining-Coal,Forestry,0.83,Maluku,115.0,103.71,49.95,118.81,15245.0,4.72,0,115.0,2024-08-01,6.0,6.0,8.333333333333334,7.5,9.0,117.35,2,2.0,4,2,3,7.106013999010586,5.6869817,6.856847302654604,7.907069231886259,5.864061
AMQ,SC-BRK-0006,2024,9,9.0,B,Medium,3096000.0,Mining-Coal,Forestry,0.83,Maluku,103.49,112.49,50.33,119.42,15172.0,4.45,0,103.49,2024-09-01,8.0,13.0,9.0,8.5,10.0,115.0,2,2.0,4,2,3,9.973021777623,6.560659,7.247099375086316,8.297012053551763,7.000133
AMQ,SC-BRK-0006,2024,10,6.0,B,Medium,3096000.0,Mining-Coal,Forestry,0.83,Maluku,102.89,118.18,49.13,119.41,15278.0,4.7,0,102.89,2024-10-01,9.0,6.0,7.666666666666667,8.166666666666666,10.0,103.49,2,2.0,4,2,3,7.568467047217597,6.5364304,6.96574012024614,8.015875758616955,6.376557
AMQ,SC-BRK-0006,2024,11,4.0,B,Medium,3096000.0,Mining-Coal,Forestry,0.83,Maluku,109.81,138.98,51.48,114.64,15077.0,4.52,0,109.81,2024-11-01,6.0,8.0,7.666666666666667,8.0,11.0,102.89,2,2.0,4,2,3,7.174700253336943,6.5364304,6.767999126386822,7.818291462333851,6.244999
AMQ,SC-BRK-0006,2024,12,10.0,B,Medium,3096000.0,Mining-Coal,Forestry,0.83,Maluku,117.86,141.09,53.6,113.97,15104.0,4.51,0,117.86,2024-12-01,4.0,9.0,6.333333333333333,7.666666666666667,11.0,109.81,2,2.0,4,2,3,7.190603351949785,6.4891357,6.850685637564775,7.900912449537061,6.247914
AMQ,SC-BRK-0007,2024,7,10.0,B,Medium,3935000.0,Construction,Forestry,0.83,Maluku,117.35,121.91,51.92,115.19,14997.0,5.29,0,51.92,2024-07-01,11.0,15.0,17.0,12.6,9.0,51.78,2,2.0,1,2,3,10.797015546673393,11.272028,13.03635021865638,14.081675271877463,11.676505
AMQ,SC-BRK-0007,2024,8,0.0,B,Medium,3935000.0,Construction,Forestry,0.83,Maluku,115.0,103.71,49.95,118.81,15245.0,4.72,0,49.95,2024-08-01,10.0,25.0,15.333333333333334,14.6,9.0,51.92,2,2.0,1,2,3,12.7098613382779,10.448399,13.940853478439063,14.985461768455318,12.210738
AMQ,SC-BRK-0007,2024,9,10.0,B,Medium,3935000.0,Construction,Forestry,0.83,Maluku,103.49,112.49,50.33,119.42,15172.0,4.45,0,50.33,2024-09-01,0.0,11.0,7.0,12.2,8.0,49.95,2,2.0,1,2,3,10.595957433483491,9.49919,11.25870407288609,12.305437801349314,9.978585
AMQ,SC-BRK-0007,2024,10,10.0,B,Medium,3935000.0,Construction,Forestry,0.83,Maluku,102.89,118.18,49.13,119.41,15278.0,4.7,0,49.13,2024-10-01,10.0,10.0,6.666666666666667,11.833333333333334,8.0,50.33,2,2.0,1,2,3,10.26424628645705,9.187537,10.291225867656784,11.338726263096031,9.351408
AMQ,SC-BRK-0007,2024,11,7.0,B,Medium,3935000.0,Construction,Forestry,0.83,Maluku,109.81,138.98,51.48,114.64,15077.0,4.52,0,51.48,2024-11-01,10.0,0.0,6.666666666666667,11.0,9.0,49.13,2,2.0,1,2,3,9.709210435592958,9.428924,11.639133731997212,12.685565993352688,9.893768
AMQ,SC-BRK-0007,2024,12,9.0,B,Medium,3935000.0,Construction,Forestry,0.83,Maluku,117.86,141.09,53.6,113.97,15104.0,4.51,0,53.6,2024-12-01,7.0,10.0,9.0,8.0,9.0,51.48,2,2.0,1,2,3,8.053763780519025,10.614271,8.889385740972054,9.937997008496053,8.972939
AMQ,SC-BRK-0008,2024,7,0.0,D,Low,5986000.0,Agriculture,Forestry,0.83,Maluku,117.35,121.91,51.92,115.19,14997.0,5.29,0,5.29,2024-07-01,0.0,0.0,0.3333333333333333,0.1666666666666666,1.0,5.04,4,1.0,0,2,3,0.166430773089456,0.0,0.0,1.0556555590107735,0.0
AMQ,SC-BRK-0008,2024,8,0.0,D,Low,5986000.0,Agriculture,Forestry,0.83,Maluku,115.0,103.71,49.95,118.81,15245.0,4.72,0,4.72,2024-08-01,0.0,1.0,0.3333333333333333,0.1666666666666666,1.0,5.29,4,1.0,0,2,3,0.1829760697600217,0.0,0.0,1.0556555590107735,0.0
AMQ,SC-BRK-0008,2024,9,0.0,D,Low,5986000.0,Agriculture,Forestry,0.83,Maluku,103.49,112.49,50.33,119.42,15172.0,4.45,0,4.45,2024-09-01,0.0,0.0,0.0,0.1666666666666666,1.0,4.72,4,1.0,0,2,3,0.1525592129666283,0.0,0.0,1.0556555590107735,0.0
AMQ,SC-BRK-0008,2024,12,0.0,D,Low,5986000.0,Agriculture,Forestry,0.83,Maluku,117.86,141.09,53.6,113.97,15104.0,4.51,0,4.51,2024-12-01,0.0,0.0,0.0,0.0,1.0,4.52,4,1.0,0,2,3,0.1670533217782167,0.0,0.0,1.0556555590107735,0.0
AMQ,SC-BRK-0010,2024,8,15.0,A,High,3365000.0,Mining-Coal,Forestry,0.83,Maluku,115.0,103.71,49.95,118.81,15245.0,4.72,0,115.0,2024-08-01,11.0,13.0,12.0,15.6,11.0,117.35,1,3.0,4,2,3,15.534192024610595,12.653276,14.28098506056817,15.325323817224282,13.8908615
AMQ,SC-BRK-0010,2024,10,14.0,A,High,3365000.0,Mining-Coal,Forestry,0.83,Maluku,102.89,118.18,49.13,119.41,15278.0,4.7,0,102.89,2024-10-01,11.0,11.0,12.333333333333334,12.4,11.0,103.49,1,3.0,4,2,3,12.519471410252551,11.100596,11.244214415237774,12.290959625863545,11.647669
AMQ,SC-BRK-0010,2024,11,13.0,A,High,3365000.0,Mining-Coal,Forestry,0.83,Maluku,109.81,138.98,51.48,114.64,15077.0,4.52,0,109.81,2024-11-01,14.0,15.0,13.333333333333334,12.8,11.0,102.89,1,3.0,4,2,3,13.53196706321108,15.203217,13.987449842781707,15.032021208044979,13.934341
AMQ,SC-BRK-0010,2024,12,14.0,A,High,3365000.0,Mining-Coal,Forestry,0.83,Maluku,117.86,141.09,53.6,113.97,15104.0,4.51,0,117.86,2024-12-01,13.0,11.0,12.666666666666666,12.8,11.0,109.81,1,3.0,4,2,3,13.7372132196867,15.7438,15.36716623167321,16.410644256553283,14.749746
AMQ,SC-BRK-0011,2024,8,0.0,C,Medium,4543000.0,Construction,Forestry,0.83,Maluku,115.0,103.71,49.95,118.81,15245.0,4.72,0,49.95,2024-08-01,0.0,0.0,0.0,0.2,2.0,51.92,3,2.0,1,2,3,0.8900753160371695,1.1202778,1.0916842645715792,2.1464747309431926,0.007645011
AMQ,SC-BRK-0011,2024,10,0.0,C,Medium,4543000.0,Construction,Forestry,0.83,Maluku,102.89,118.18,49.13,119.41,15278.0,4.7,0,49.13,2024-10-01,0.0,0.0,0.0,0.0,2.0,50.33,3,2.0,1,2,3,0.9113140809229936,0.61651564,1.181891750786785,2.236610733273493,0.0076569915
AMQ,SC-BRK-0011,2024,11,0.0,C,Medium,4543000.0,Construction,Forestry,0.83,Maluku,109.81,138.98,51.48,114.64,15077.0,4.52,0,51.48,2024-11-01,0.0,0.0,0.0,0.0,2.0,49.13,3,2.0,1,2,3,0.9141237554022568,0.69033575,1.2214655475565337,2.27615317024316,0.007654071
AMQ,SC-BRK-0011,2024,12,0.0,C,Medium,4543000.0,Construction,Forestry,0.83,Maluku,117.86,141.09,53.6,113.97,15104.0,4.51,0,53.6,2024-12-01,0.0,0.0,0.0,0.0,2.0,51.48,3,2.0,1,2,3,0.9604794680362884,1.5261649,1.4708640104039412,2.5253540001472077,0.007625282
AMQ,SC-CLG-0001,2024,7,0.0,C,Medium,2124000.0,Construction,Forestry,0.83,Maluku,117.35,121.91,51.92,115.19,14997.0,5.29,0,51.92,2024-07-01,0.0,0.0,0.0,0.0,0.0,51.78,3,2.0,1,2,3,0.812526860872811,0.6318494,0.8629542310752757,1.9179259519311334,0.0076642036
AMQ,SC-CLG-0001,2024,8,2.0,C,Medium,2124000.0,Construction,Forestry,0.83,Maluku,115.0,103.71,49.95,118.81,15245.0,4.72,0,49.95,2024-08-01,0.0,0.0,0.0,0.0,0.0,51.92,3,2.0,1,2,3,0.8091308212688506,0.5866562,0.7677556668890059,1.8228028267521013,0.007667303
AMQ,SC-CLG-0001,2024,9,0.0,C,Medium,2124000.0,Construction,Forestry,0.83,Maluku,103.49,112.49,50.33,119.42,15172.0,4.45,0,50.33,2024-09-01,2.0,0.0,0.6666666666666666,0.3333333333333333,1.0,49.95,3,2.0,1,2,3,0.7818753786122906,0.050007414,0.5540892748749838,1.6093057522128893,0.007687032
AMQ,SC-CLG-0001,2024,10,8.0,C,Medium,2124000.0,Construction,Forestry,0.83,Maluku,102.89,118.18,49.13,119.41,15278.0,4.7,0,49.13,2024-10-01,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,50.33,3,2.0,1,2,3,0.7810375769876248,0.3074644,0.8579631531042117,1.9129388290824014,0.007673919
AMQ,SC-CLG-0001,2024,11,8.0,C,Medium,2124000.0,Construction,Forestry,0.83,Maluku,109.81,138.98,51.48,114.64,15077.0,4.52,0,51.48,2024-11-01,8.0,2.0,3.333333333333333,1.6666666666666667,2.0,49.13,3,2.0,1,2,3,1.2488983601949046,0.48345268,1.319456784815676,2.374066755473409,0.0076535344
AMQ,SC-CLG-0001,2024,12,0.0,C,Medium,2124000.0,Construction,Forestry,0.83,Maluku,117.86,141.09,53.6,113.97,15104.0,4.51,0,53.6,2024-12-01,8.0,0.0,5.333333333333333,3.0,3.0,51.48,3,2.0,1,2,3,1.323455332464491,1.9924442,2.3243276372493464,3.37814130955786,0.0075904727
AMQ,SC-CLG-0003,2024,7,27.0,B,Low,3763000.0,Forestry,Forestry,0.83,Maluku,117.35,121.91,51.92,115.19,14997.0,5.29,1,115.19,2024-07-01,21.0,27.0,24.0,15.833333333333334,9.0,115.82,2,1.0,2,2,3,15.06670845297968,20.956095,17.30689978641454,18.348840691749526,17.459787
AMQ,SC-CLG-0003,2024,8,0.0,B,Low,3763000.0,Forestry,Forestry,0.83,Maluku,115.0,103.71,49.95,118.81,15245.0,4.72,1,118.81,2024-08-01,27.0,24.0,24.0,20.33333333333333,9.0,115.19,2,1.0,2,2,3,17.38509165227537,16.24111,17.203563900967154,18.245586693636017,16.66582
AMQ,SC-CLG-0003,2024,9,16.0,B,Low,3763000.0,Forestry,Forestry,0.83,Maluku,103.49,112.49,50.33,119.42,15172.0,4.45,1,119.42,2024-09-01,0.0,21.0,16.0,20.33333333333333,9.0,118.81,2,1.0,2,2,3,13.76364987480983,12.839804,16.79213776261929,17.834486585199357,14.848438
AMQ,SC-CLG-0003,2024,10,0.0,B,Low,3763000.0,Forestry,Forestry,0.83,Maluku,102.89,118.18,49.13,119.41,15278.0,4.7,1,119.41,2024-10-01,16.0,27.0,14.333333333333334,19.166666666666668,9.0,119.42,2,1.0,2,2,3,17.375612761970917,19.705275,19.373679962712657,20.413983071868564,18.936632
AMQ,SC-CLG-0003,2024,11,30.0,B,Low,3763000.0,Forestry,Forestry,0.83,Maluku,109.81,138.98,51.48,114.64,15077.0,4.52,1,114.64,2024-11-01,0.0,0.0,5.333333333333333,14.666666666666666,8.0,119.41,2,1.0,2,2,3,14.74474336343146,20.816824,24.41280217321796,25.449112087936967,21.268152
AMQ,SC-CLG-0003,2024,12,22.0,B,Low,3763000.0,Forestry,Forestry,0.83,Maluku,117.86,141.09,53.6,113.97,15104.0,4.51,1,113.97,2024-12-01,30.0,16.0,15.333333333333334,15.666666666666666,8.0,114.64,2,1.0,2,2,3,16.847752813409844,17.448456,17.019443629527114,18.061612326187372,16.767776
AMQ,SC-CLG-0005,2024,8,55.0,B,Medium,1879000.0,Mining-Coal,Forestry,0.83,Maluku,115.0,103.71,49.95,118.81,15245.0,4.72,0,115.0,2024-08-01,16.0,0.0,8.0,10.4,8.0,117.35,2,2.0,4,2,3,12.690221312883866,13.679034,12.884854645544662,13.93029974969019,12.647198
AMQ,SC-CLG-0005,2024,10,15.0,B,Medium,1879000.0,Mining-Coal,Forestry,0.83,Maluku,102.89,118.18,49.13,119.41,15278.0,4.7,0,102.89,2024-10-01,8.0,16.0,26.33333333333333,19.4,8.0,103.49,2,2.0,4,2,3,10.23261241781931,14.614428,13.783540383109315,14.828273334078586,12.884125
AMQ,SC-CLG-0005,2024,11,0.0,B,Medium,1879000.0,Mining-Coal,Forestry,0.83,Maluku,109.81,138.98,51.48,114.64,15077.0,4.52,0,109.81,2024-11-01,15.0,55.0,26.0,18.8,8.0,102.89,2,2.0,4,2,3,13.192235981666933,96.58055,19.66581613957258,20.705887748775215,16.837173
AMQ,SC-CLG-0005,2024,12,15.0,B,Medium,1879000.0,Mining-Coal,Forestry,0.83,Maluku,117.86,141.09,53.6,113.97,15104.0,4.51,0,117.86,2024-12-01,0.0,8.0,7.666666666666667,18.8,8.0,109.81,2,2.0,4,2,3,11.199989165117476,11.693269,15.120854261523798,16.164527473491596,12.843626
AMQ,SC-CLG-0007,2024,7,19.0,B,High,2715000.0,Agriculture,Forestry,0.83,Maluku,117.35,121.91,51.92,115.19,14997.0,5.29,0,5.29,2024-07-01,0.0,6.0,3.0,7.75,7.0,5.04,2,3.0,0,2,3,10.304720111174028,11.722536,9.009700624024855,10.058216549403612,9.872599
AMQ,SC-CLG-0007,2024,9,22.0,B,High,2715000.0,Agriculture,Forestry,0.83,Maluku,103.49,112.49,50.33,119.42,15172.0,4.45,0,4.45,2024-09-01,14.0,0.0,11.0,10.0,8.0,4.72,2,3.0,0,2,3,9.074906487649807,12.01033,11.912136201061651,12.958352124750528,11.028553
AMQ,SC-CLG-0007,2024,10,18.0,B,High,2715000.0,Agriculture,Forestry,0.83,Maluku,102.89,118.18,49.13,119.41,15278.0,4.7,0,4.7,2024-10-01,22.0,19.0,18.33333333333333,12.2,8.0,4.45,2,3.0,0,2,3,11.250454412865857,12.433765,12.79962488954663,13.845137533032005,12.111322
AMQ,SC-CLG-0007,2024,11,8.0,B,High,2715000.0,Agriculture,Forestry,0.83,Maluku,109.81,138.98,51.48,114.64,15077.0,4.52,0,4.52,2024-11-01,18.0,14.0,18.0,14.6,9.0,4.7,2,3.0,0,2,3,12.296352574647786,11.8845215,13.635687212065545,14.680537327579636,12.515726
AMQ,SC-CLG-0007,2024,12,22.0,B,High,2715000.0,Agriculture,Forestry,0.83,Maluku,117.86,141.09,53.6,113.97,15104.0,4.51,0,4.51,2024-12-01,8.0,22.0,16.0,13.5,9.0,4.52,2,3.0,0,2,3,12.3420800806533,13.85722,14.376527801449516,15.420790846359527,13.41916
AMQ,SC-CLG-0008,2024,8,27.0,A,Critical,2327000.0,Forestry,Forestry,0.83,Maluku,115.0,103.71,49.95,118.81,15245.0,4.72,1,118.81,2024-08-01,34.0,0.0,21.33333333333333,24.0,10.0,115.19,1,4.0,2,2,3,31.75389639591889,31.669432,31.726861554493667,32.7573755269806,31.427938
AMQ,SC-CLG-0008,2024,9,42.0,A,Critical,2327000.0,Forestry,Forestry,0.83,Maluku,103.49,112.49,50.33,119.42,15172.0,4.45,1,119.42,2024-09-01,27.0,30.0,30.33333333333333,24.2,10.0,118.81,1,4.0,2,2,3,28.584768679802263,24.339577,27.423092750046514,28.45701719462158,26.6744
AMQ,SC-CLG-0008,2024,10,49.0,A,Critical,2327000.0,Forestry,Forestry,0.83,Maluku,102.89,118.18,49.13,119.41,15278.0,4.7,1,119.41,2024-10-01,42.0,34.0,34.333333333333336,26.6,10.0,119.42,1,4.0,2,2,3,37.7983746484028,31.77845,44.41646072007512,45.436918965656126,40.183422
AMQ,SC-CLG-0008,2024,11,32.0,A,Critical,2327000.0,Forestry,Forestry,0.83,Maluku,109.81,138.98,51.48,114.64,15077.0,4.52,1,114.64,2024-11-01,49.0,27.0,39.333333333333336,30.33333333333333,10.0,119.41,1,4.0,2,2,3,36.12735033410212,38.130493,41.75152124174268,42.77409128796177,39.50749
AMQ,SC-CLG-0008,2024,12,40.0,A,Critical,2327000.0,Forestry,Forestry,0.83,Maluku,117.86,141.09,53.6,113.97,15104.0,4.51,1,113.97,2024-12-01,32.0,42.0,41.0,35.666666666666664,10.0,114.64,1,4.0,2,2,3,47.95030626782542,56.30878,42.26334251596776,43.28550697530494,46.83649
AMQ,SC-ELC-0001,2024,7,0.0,C,Medium,2377000.0,Mining-Coal,Forestry,0.83,Maluku,117.35,121.91,51.92,115.19,14997.0,5.29,0,117.35,2024-07-01,4.0,0.0,12.0,6.833333333333333,4.0,126.88,3,2.0,4,2,3,1.731911586930135,1.814566,2.777644310404274,3.8310987571290895,0.007580936
AMQ,SC-ELC-0001,2024,8,2.0,C,Medium,2377000.0,Mining-Coal,Forestry,0.83,Maluku,115.0,103.71,49.95,118.81,15245.0,4.72,0,115.0,2024-08-01,0.0,32.0,12.0,6.833333333333333,3.0,117.35,3,2.0,4,2,3,1.6623030879303675,1.0967122,2.7638902330863626,3.8173555790715525,0.007602036
AMQ,SC-ELC-0001,2024,9,0.0,C,Medium,2377000.0,Mining-Coal,Forestry,0.83,Maluku,103.49,112.49,50.33,119.42,15172.0,4.45,0,103.49,2024-09-01,2.0,4.0,2.0,6.333333333333333,4.0,115.0,3,2.0,4,2,3,1.5695613339324546,0.7720078,10.437653063169073,11.485037424061408,0.00082719326
AMQ,SC-ELC-0001,2024,10,0.0,C,Medium,2377000.0,Mining-Coal,Forestry,0.83,Maluku,102.89,118.18,49.13,119.41,15278.0,4.7,0,102.89,2024-10-01,0.0,0.0,0.6666666666666666,6.333333333333333,4.0,103.49,3,2.0,4,2,3,1.345996122713963,1.6736532,4.784559665140261,5.836423754875292,0.008592963
AMQ,SC-ELC-0001,2024,11,0.0,C,Medium,2377000.0,Mining-Coal,Forestry,0.83,Maluku,109.81,138.98,51.48,114.64,15077.0,4.52,0,109.81,2024-11-01,0.0,2.0,0.6666666666666666,6.333333333333333,4.0,102.89,3,2.0,4,2,3,1.819458049319052,1.2182456,4.7255227158187525,5.777433588705244,0.008394301
AMQ,SC-ELC-0001,2024,12,0.0,C,Medium,2377000.0,Mining-Coal,Forestry,0.83,Maluku,117.86,141.09,53.6,113.97,15104.0,4.51,0,117.86,2024-12-01,0.0,0.0,0.0,1.0,4.0,109.81,3,2.0,4,2,3,1.18015099143839,1.4679536,1.2011484182684586,2.2558521410305064,0.0076293945
AMQ,SC-ELC-0003,2024,7,11.0,A,Critical,4196000.0,Mining-Coal,Forestry,0.83,Maluku,117.35,121.91,51.92,115.19,14997.0,5.29,0,117.35,2024-07-01,14.0,8.0,7.333333333333333,5.166666666666667,9.0,126.88,1,4.0,4,2,3,7.079111893032495,7.849188,7.04708463033527,8.09715580818467,8.890689
AMQ,SC-ELC-0003,2024,8,10.0,A,Critical,4196000.0,Mining-Coal,Forestry,0.83,Maluku,115.0,103.71,49.95,118.81,15245.0,4.72,0,115.0,2024-08-01,11.0,0.0,8.333333333333334,5.5,9.0,117.35,1,4.0,4,2,3,7.994727372453412,8.431461,9.9080999782875,10.955903977431154,9.878592
AMQ,SC-ELC-0003,2024,9,6.0,A,Critical,4196000.0,Mining-Coal,Forestry,0.83,Maluku,103.49,112.49,50.33,119.42,15172.0,4.45,0,103.49,2024-09-01,10.0,14.0,11.666666666666666,7.166666666666667,9.0,115.0,1,4.0,4,2,3,16.241260309623033,5.4000893,7.516130322064659,8.565829810050504,10.094452
AMQ,SC-ELC-0003,2024,10,10.0,A,Critical,4196000.0,Mining-Coal,Forestry,0.83,Maluku,102.89,118.18,49.13,119.41,15278.0,4.7,0,102.89,2024-10-01,6.0,11.0,9.0,8.166666666666666,9.0,103.49,1,4.0,4,2,3,8.483255489406327,8.406754,8.519030337184086,9.567935088588074,9.562921
